order_id,order_date,ship_date,ship_mode
CA-2016-126529,2016-03-18,2016-03-21,Second Class
CA-2014-163552,2015-12-27,2015-12-31,Standard Class
CA-2016-109820,2016-07-25,2016-07-31,First Class
CA-2016-113061,2016-07-25,2016-07-31,Standard Class
CA-2015-127418,2016-07-25,2016-07-31,First Class
CA-2017-121818,2016-07-25,2016-07-31,First Class
CA-2016-127670,2016-05-30,2016-06-04,Standard Class
CA-2016-102981,2016-05-30,2016-06-04,Second Class
CA-2017-115651,2016-05-30,2016-06-04,First Class
CA-2017-152702,2016-05-30,2016-06-04,Standard Class
CA-2016-169103,2016-05-30,2016-06-04,Standard Class
CA-2014-139192,2017-11-12,2017-11-15,Second Class
US-2015-153500,2015-03-16,2015-03-22,First Class
CA-2015-110667,2015-03-16,2015-03-22,Standard Class
CA-2017-167150,2015-03-16,2015-03-22,Standard Class
CA-2016-105284,2015-03-16,2015-03-22,Standard Class
US-2015-125374,2017-11-26,2017-11-27,Standard Class
CA-2015-161263,2017-11-26,2017-11-27,Standard Class
CA-2016-157686,2016-10-20,2016-10-23,First Class
US-2017-139955,2017-12-21,2017-12-25,Second Class
US-2015-150161,2017-12-21,2017-12-25,Standard Class
CA-2015-144652,2017-01-22,2017-01-27,Standard Class
CA-2016-152814,2017-01-22,2017-01-27,Standard Class
CA-2017-106943,2017-01-22,2017-01-27,Standard Class
CA-2016-134348,2017-01-22,2017-01-27,Standard Class
CA-2016-161781,2015-03-22,2015-03-26,First Class
CA-2017-132521,2015-03-22,2015-03-26,Second Class
CA-2015-110016,2015-03-22,2015-03-26,Standard Class
US-2016-143819,2017-01-23,2017-01-25,Standard Class
CA-2016-167584,2016-05-21,2016-05-23,Same Day
CA-2016-166163,2016-05-21,2016-05-23,Second Class
CA-2017-158407,2015-12-26,2016-01-02,Standard Class
CA-2015-143490,2017-10-21,2017-10-26,Standard Class
CA-2015-165085,2017-10-21,2017-10-26,Standard Class
CA-2017-160423,2015-09-03,2015-09-07,Standard Class
CA-2014-159338,2015-09-03,2015-09-07,First Class
CA-2016-107216,2015-09-03,2015-09-07,First Class
US-2017-145863,2015-11-07,2015-11-09,Standard Class
CA-2016-112340,2017-09-07,2017-09-11,Standard Class
US-2016-110156,2016-05-29,2016-06-01,Standard Class
CA-2017-140585,2016-05-29,2016-06-01,Second Class
CA-2016-144855,2016-07-10,2016-07-16,Second Class
CA-2015-142755,2017-09-03,2017-09-08,Standard Class
US-2014-147627,2015-12-03,2015-12-08,Standard Class
CA-2015-105970,2015-12-07,2015-12-11,Standard Class
CA-2016-112102,2015-12-07,2015-12-11,Standard Class
US-2016-114776,2014-02-01,2014-02-03,First Class
US-2016-134908,2016-07-14,2016-07-17,Standard Class
US-2016-148803,2015-12-18,2015-12-23,Same Day
CA-2016-152170,2014-05-11,2014-05-16,Second Class
CA-2014-146969,2014-05-11,2014-05-16,Standard Class
CA-2015-112452,2014-05-11,2014-05-16,Same Day
CA-2015-113971,2017-11-19,2017-11-22,Standard Class
CA-2017-160395,2017-11-19,2017-11-22,Standard Class
CA-2014-136567,2015-11-15,2015-11-17,First Class
CA-2016-149314,2015-11-15,2015-11-17,Second Class
CA-2017-147039,2015-11-15,2015-11-17,Standard Class
CA-2014-126522,2016-04-15,2016-04-17,Second Class
CA-2014-127964,2017-09-11,2017-09-12,Standard Class
CA-2014-117709,2017-11-24,2017-11-28,Standard Class
CA-2015-125416,2017-06-29,2017-07-03,Same Day
CA-2017-145226,2014-03-03,2014-03-07,Second Class
US-2014-100279,2016-06-10,2016-06-15,Standard Class
CA-2014-158064,2016-06-10,2016-06-15,Standard Class
US-2015-104430,2016-06-10,2016-06-15,Standard Class
CA-2015-132080,2017-11-20,2017-11-22,First Class
CA-2016-161207,2017-11-20,2017-11-22,Standard Class
CA-2014-120243,2014-09-14,2014-09-18,Second Class
CA-2016-113621,2014-09-14,2014-09-18,Standard Class
CA-2016-168081,2015-12-07,2015-12-09,Second Class
CA-2014-128146,2015-12-07,2015-12-09,Standard Class
CA-2017-138779,2017-12-07,2017-12-10,First Class
CA-2014-127131,2017-10-01,2017-10-08,Standard Class
CA-2017-117212,2017-10-01,2017-10-08,Second Class
US-2015-130519,2017-10-01,2017-10-08,Same Day
CA-2016-130946,2017-10-01,2017-10-08,Standard Class
CA-2016-114727,2017-12-28,2018-01-04,Standard Class
CA-2017-133235,2017-12-28,2018-01-04,First Class
CA-2016-137050,2017-12-28,2018-01-04,Second Class
US-2017-118087,2017-12-28,2018-01-04,Standard Class
CA-2014-110184,2016-11-03,2016-11-07,Standard Class
CA-2016-126004,2015-09-18,2015-09-22,First Class
CA-2017-100013,2015-09-18,2015-09-22,Standard Class
CA-2015-132570,2015-09-18,2015-09-22,Second Class
CA-2016-153682,2017-07-20,2017-07-26,First Class
CA-2016-144344,2017-07-20,2017-07-26,Same Day
CA-2014-127012,2015-09-10,2015-09-14,Standard Class
CA-2016-128727,2017-12-01,2017-12-05,Standard Class
US-2016-162859,2017-12-01,2017-12-05,Standard Class
CA-2017-133641,2017-12-01,2017-12-05,Standard Class
CA-2014-168494,2017-12-01,2017-12-05,Second Class
CA-2017-115602,2017-12-01,2017-12-05,Standard Class
CA-2015-154956,2015-07-03,2015-07-09,Standard Class
CA-2017-144638,2015-07-03,2015-07-09,Standard Class
US-2016-168620,2016-03-20,2016-03-24,Second Class
CA-2017-117079,2016-03-20,2016-03-24,Standard Class
US-2016-144393,2016-03-20,2016-03-24,Standard Class
CA-2017-105053,2016-03-20,2016-03-24,Second Class
CA-2016-155992,2014-01-09,2014-01-13,First Class
CA-2017-110380,2014-01-09,2014-01-13,Standard Class
US-2014-167738,2014-08-08,2014-08-15,Standard Class
CA-2017-121412,2014-08-08,2014-08-15,Standard Class
CA-2017-100426,2014-08-08,2014-08-15,Standard Class
US-2016-103646,2014-08-08,2014-08-15,Standard Class
CA-2016-119186,2016-07-14,2016-07-16,Same Day
CA-2016-148698,2016-07-16,2016-07-21,Standard Class
CA-2014-163293,2016-07-16,2016-07-21,First Class
CA-2016-160815,2016-07-16,2016-07-21,First Class
CA-2017-122154,2014-03-15,2014-03-19,First Class
US-2015-149692,2014-03-15,2014-03-19,Standard Class
CA-2016-119445,2014-03-15,2014-03-19,Standard Class
CA-2015-124268,2014-03-15,2014-03-19,Standard Class
CA-2016-154711,2014-03-15,2014-03-19,Standard Class
CA-2016-163384,2014-05-23,2014-05-27,First Class
CA-2015-101707,2014-05-23,2014-05-27,Standard Class
CA-2015-138898,2014-05-23,2014-05-27,Standard Class
CA-2017-115427,2016-04-28,2016-05-01,Standard Class
CA-2016-134425,2016-04-28,2016-05-01,Second Class
CA-2015-121391,2016-09-11,2016-09-13,First Class
CA-2016-137043,2016-09-11,2016-09-13,Second Class
CA-2015-115847,2017-11-14,2017-11-17,Second Class
US-2017-126179,2017-11-14,2017-11-17,Standard Class
CA-2016-101966,2017-08-18,2017-08-23,Second Class
CA-2016-141397,2017-08-18,2017-08-23,First Class
CA-2016-141082,2017-08-18,2017-08-23,Standard Class
US-2016-134488,2017-08-18,2017-08-23,Standard Class
CA-2016-145919,2017-08-18,2017-08-23,Standard Class
CA-2017-157651,2014-12-26,2014-12-31,Standard Class
CA-2014-160773,2015-11-29,2015-12-03,Standard Class
CA-2017-167703,2015-11-29,2015-12-03,Standard Class
CA-2017-121804,2015-11-29,2015-12-03,Standard Class
CA-2017-162635,2015-11-29,2015-12-03,First Class
CA-2014-107153,2017-09-15,2017-09-19,Standard Class
US-2014-117058,2017-05-19,2017-05-23,First Class
CA-2015-120439,2017-12-17,2017-12-21,Standard Class
CA-2016-128258,2017-12-17,2017-12-21,First Class
CA-2017-106033,2016-12-11,2016-12-13,Second Class
CA-2016-142762,2016-12-11,2016-12-13,Standard Class
CA-2017-127705,2016-12-11,2016-12-13,Standard Class
CA-2014-122567,2017-09-24,2017-09-26,Standard Class
CA-2014-121664,2017-09-24,2017-09-26,Standard Class
CA-2016-122133,2015-10-04,2015-10-09,Standard Class
US-2017-123281,2016-08-15,2016-08-21,Standard Class
CA-2017-100524,2016-08-15,2016-08-21,Second Class
CA-2017-113481,2016-05-20,2016-05-25,First Class
CA-2015-131758,2016-05-20,2016-05-25,Standard Class
CA-2014-118339,2016-12-18,2016-12-22,Standard Class
CA-2014-153976,2017-07-30,2017-08-03,Second Class
CA-2016-162901,2017-07-30,2017-08-03,First Class
CA-2017-162978,2017-06-10,2017-06-15,Standard Class
US-2014-160444,2017-07-21,2017-07-25,Same Day
CA-2016-145247,2017-12-30,2018-01-05,First Class
CA-2017-160045,2016-04-01,2016-04-08,First Class
US-2014-151925,2016-04-01,2016-04-08,Second Class
CA-2017-125199,2016-12-11,2016-12-16,Standard Class
US-2017-155425,2016-12-11,2016-12-16,First Class
CA-2017-133249,2016-12-11,2016-12-16,First Class
US-2015-103471,2016-10-23,2016-10-29,Standard Class
CA-2017-136672,2017-06-19,2017-06-23,Standard Class
US-2014-157021,2017-06-19,2017-06-23,Second Class
CA-2015-120362,2016-08-22,2016-08-28,Standard Class
CA-2014-126361,2016-08-22,2016-08-28,Second Class
US-2016-100566,2016-08-22,2016-08-28,Standard Class
US-2016-108504,2016-09-19,2016-09-19,Same Day
CA-2017-124828,2016-09-19,2016-09-19,First Class
US-2017-117247,2015-08-24,2015-08-28,Standard Class
CA-2016-124485,2015-08-24,2015-08-28,First Class
CA-2016-159212,2015-08-24,2015-08-28,Standard Class
US-2016-161396,2015-08-24,2015-08-28,Standard Class
US-2014-118486,2016-03-26,2016-03-30,First Class
CA-2016-130407,2016-11-04,2016-11-04,Standard Class
US-2016-122245,2017-06-08,2017-06-10,Standard Class
CA-2017-105144,2017-06-08,2017-06-10,Standard Class
CA-2016-136329,2017-06-08,2017-06-10,Standard Class
CA-2014-146640,2014-12-24,2014-12-26,Standard Class
CA-2017-115994,2017-06-09,2017-06-13,Second Class
CA-2015-126697,2017-06-09,2017-06-13,First Class
CA-2015-124800,2017-06-09,2017-06-13,Standard Class
US-2015-164448,2017-06-15,2017-06-22,Second Class
CA-2017-122700,2017-12-05,2017-12-08,Standard Class
CA-2014-120768,2017-12-05,2017-12-08,Second Class
US-2016-153129,2017-12-05,2017-12-08,Standard Class
CA-2017-106852,2017-03-18,2017-03-23,Standard Class
CA-2015-139731,2017-03-18,2017-03-23,Same Day
CA-2017-122735,2017-03-18,2017-03-23,Second Class
CA-2017-128160,2017-03-18,2017-03-23,Second Class
CA-2017-117695,2016-11-19,2016-11-24,First Class
CA-2015-166135,2016-11-19,2016-11-24,Standard Class
CA-2016-133725,2016-11-19,2016-11-24,Standard Class
CA-2017-102337,2017-11-04,2017-11-04,First Class
US-2014-112564,2017-11-04,2017-11-04,First Class
CA-2015-145821,2014-07-05,2014-07-08,Standard Class
US-2015-160150,2014-07-05,2014-07-08,First Class
CA-2016-133711,2014-07-05,2014-07-08,First Class
CA-2017-148474,2017-12-25,2017-12-29,Standard Class
CA-2015-111297,2014-06-21,2014-06-23,Standard Class
CA-2016-123722,2014-06-21,2014-06-23,Standard Class
CA-2014-155271,2014-06-21,2014-06-23,Same Day
CA-2015-119907,2015-03-28,2015-04-02,Standard Class
US-2016-128902,2015-03-28,2015-04-02,Standard Class
CA-2016-152289,2015-05-14,2015-05-17,First Class
US-2016-104794,2015-05-14,2015-05-17,First Class
CA-2014-151708,2015-05-14,2015-05-17,Standard Class
CA-2015-100769,2015-05-14,2015-05-17,Same Day
CA-2017-139199,2015-05-14,2015-05-17,Standard Class
US-2015-161466,2015-05-14,2015-05-17,Second Class
CA-2017-164959,2015-05-14,2015-05-17,Standard Class
US-2015-105676,2017-09-02,2017-09-08,Same Day
CA-2016-113138,2016-11-04,2016-11-08,Standard Class
US-2017-104955,2015-04-09,2015-04-14,Standard Class
CA-2016-121958,2014-09-12,2014-09-17,Standard Class
CA-2017-121468,2014-09-12,2014-09-17,First Class
US-2016-108455,2014-09-12,2014-09-17,Standard Class
CA-2017-101210,2014-12-02,2014-12-04,Second Class
US-2016-108098,2014-12-02,2014-12-04,Standard Class
CA-2014-119032,2014-12-02,2014-12-04,Standard Class
CA-2015-140410,2014-04-05,2014-04-07,Standard Class
CA-2014-136280,2017-09-03,2017-09-07,Standard Class
CA-2017-151911,2017-05-19,2017-05-24,Second Class
CA-2017-166436,2017-05-19,2017-05-24,Standard Class
CA-2017-139661,2017-05-19,2017-05-24,Standard Class
CA-2014-123925,2014-07-01,2014-07-06,Second Class
CA-2017-152485,2014-01-11,2014-01-14,Standard Class
CA-2016-141586,2017-09-24,2017-09-29,First Class
CA-2017-130386,2014-06-02,2014-06-07,Standard Class
CA-2016-100468,2014-06-02,2014-06-07,Standard Class
CA-2015-153388,2016-02-13,2016-02-18,Standard Class
CA-2017-154935,2016-12-15,2016-12-19,Standard Class
CA-2016-134208,2016-12-15,2016-12-19,Standard Class
CA-2017-108294,2014-10-07,2014-10-13,Same Day
CA-2017-103611,2016-07-07,2016-07-12,First Class
CA-2017-100384,2017-09-16,2017-09-20,Standard Class
CA-2017-112809,2017-09-16,2017-09-20,Standard Class
US-2017-160759,2016-12-03,2016-12-06,Standard Class
CA-2017-148446,2016-12-03,2016-12-06,Second Class
CA-2014-111059,2016-12-03,2016-12-06,Second Class
CA-2017-116204,2016-12-03,2016-12-06,Second Class
CA-2017-109946,2016-12-03,2016-12-06,Standard Class
CA-2015-144806,2017-01-21,2017-01-25,Standard Class
CA-2016-122392,2017-01-21,2017-01-25,Standard Class
CA-2015-148432,2017-01-21,2017-01-25,Second Class
CA-2015-103793,2017-01-21,2017-01-25,Standard Class
CA-2017-159884,2017-01-21,2017-01-25,Standard Class
CA-2016-139885,2017-01-21,2017-01-25,Standard Class
CA-2017-124086,2014-09-08,2014-09-12,Standard Class
CA-2016-112389,2014-01-04,2014-01-08,Standard Class
CA-2017-121888,2014-01-04,2014-01-08,Second Class
CA-2014-166884,2014-01-04,2014-01-08,Second Class
CA-2014-107181,2016-08-27,2016-09-01,Standard Class
CA-2014-150245,2016-08-27,2016-09-01,Second Class
CA-2015-111395,2016-08-27,2016-09-01,Standard Class
CA-2014-134278,2016-08-27,2016-09-01,First Class
US-2017-124926,2014-05-27,2014-05-27,Second Class
CA-2016-159345,2014-05-27,2014-05-27,Standard Class
CA-2014-130274,2016-03-20,2016-03-22,First Class
CA-2017-158386,2017-10-02,2017-10-06,Standard Class
CA-2015-111507,2017-10-02,2017-10-06,Standard Class
CA-2017-120761,2017-10-02,2017-10-06,Standard Class
CA-2016-109176,2017-10-02,2017-10-06,Standard Class
CA-2015-112116,2016-04-07,2016-04-09,Second Class
CA-2016-126809,2015-12-07,2015-12-12,Standard Class
CA-2014-105172,2016-09-18,2016-09-22,Standard Class
CA-2017-107293,2014-12-29,2015-01-02,First Class
US-2017-102890,2014-12-29,2015-01-02,Same Day
CA-2015-158554,2017-07-23,2017-07-28,Same Day
CA-2014-116239,2017-09-18,2017-09-22,Same Day
CA-2015-132101,2015-08-31,2015-09-05,Standard Class
CA-2015-129112,2017-11-03,2017-11-07,First Class
US-2017-152002,2015-02-08,2015-02-13,Same Day
CA-2017-165029,2014-01-13,2014-01-15,Standard Class
US-2014-157385,2014-01-13,2014-01-15,First Class
CA-2014-101602,2014-01-13,2014-01-15,First Class
CA-2016-109057,2014-01-13,2014-01-15,Standard Class
CA-2016-154403,2014-01-13,2014-01-15,Standard Class
CA-2016-102456,2014-05-14,2014-05-20,First Class
CA-2015-131338,2016-05-19,2016-05-24,First Class
CA-2016-109911,2017-01-30,2017-02-05,Standard Class
US-2016-132423,2017-01-30,2017-02-05,Standard Class
CA-2015-122826,2017-01-30,2017-02-05,Second Class
CA-2014-117317,2017-01-30,2017-02-05,Same Day
CA-2015-118423,2017-01-30,2017-02-05,First Class
CA-2017-149181,2017-01-30,2017-02-05,Standard Class
CA-2017-132234,2014-06-29,2014-07-06,First Class
CA-2017-158876,2015-08-21,2015-08-23,Second Class
CA-2016-164672,2015-08-21,2015-08-23,Second Class
US-2016-132857,2015-08-21,2015-08-23,Standard Class
CA-2017-116645,2015-08-21,2015-08-23,Standard Class
US-2016-115819,2015-10-03,2015-10-06,Second Class
CA-2014-156349,2015-10-03,2015-10-06,Standard Class
CA-2017-138380,2015-10-03,2015-10-06,Standard Class
US-2016-113509,2015-10-03,2015-10-06,Standard Class
CA-2015-130022,2015-05-23,2015-05-28,Standard Class
US-2016-118780,2017-03-17,2017-03-21,Second Class
CA-2017-108560,2015-12-12,2015-12-16,Standard Class
CA-2015-157084,2015-06-26,2015-06-30,Standard Class
CA-2015-164539,2015-06-26,2015-06-30,Standard Class
CA-2015-143119,2015-06-26,2015-06-30,Standard Class
CA-2017-101049,2015-06-26,2015-06-30,Second Class
CA-2016-106530,2016-05-20,2016-05-20,Same Day
CA-2014-168984,2014-09-20,2014-09-26,Standard Class
CA-2016-157266,2014-09-20,2014-09-26,Standard Class
US-2014-134712,2017-09-21,2017-09-26,Standard Class
CA-2015-111829,2015-12-24,2015-12-26,First Class
CA-2015-105221,2015-12-24,2015-12-26,First Class
CA-2015-120341,2015-12-24,2015-12-26,Second Class
CA-2014-135699,2015-11-27,2015-12-03,Same Day
US-2017-132444,2017-02-20,2017-02-23,First Class
CA-2014-127159,2017-02-20,2017-02-23,First Class
CA-2017-161809,2016-08-18,2016-08-23,Standard Class
CA-2017-127285,2016-03-12,2016-03-17,Standard Class
CA-2017-144526,2017-04-22,2017-04-24,Standard Class
CA-2016-128531,2014-11-01,2014-11-07,Second Class
US-2015-157154,2014-11-01,2014-11-07,Standard Class
CA-2017-159457,2015-02-03,2015-02-05,Standard Class
CA-2016-107615,2015-02-03,2015-02-05,First Class
CA-2017-111647,2014-10-13,2014-10-15,Standard Class
CA-2015-150560,2014-10-13,2014-10-15,First Class
CA-2015-143077,2014-10-13,2014-10-15,Standard Class
CA-2016-122728,2014-10-13,2014-10-15,Standard Class
CA-2014-122882,2017-05-14,2017-05-14,Standard Class
US-2016-101497,2017-05-14,2017-05-14,Second Class
CA-2016-147585,2015-03-20,2015-03-23,Standard Class
CA-2017-149489,2016-09-15,2016-09-19,First Class
CA-2017-143798,2014-06-28,2014-07-02,First Class
CA-2014-142839,2014-06-28,2014-07-02,Standard Class
CA-2017-129833,2014-06-28,2014-07-02,Standard Class
US-2016-154361,2014-06-28,2014-07-02,Standard Class
US-2016-158708,2014-06-28,2014-07-02,Second Class
CA-2015-156335,2017-06-20,2017-06-27,Second Class
CA-2015-148376,2017-06-20,2017-06-27,Standard Class
CA-2014-135657,2014-05-09,2014-05-15,Second Class
CA-2015-114069,2014-05-09,2014-05-15,Second Class
CA-2014-139857,2017-08-21,2017-08-28,Standard Class
CA-2016-106306,2017-08-21,2017-08-28,Same Day
CA-2015-100545,2017-08-21,2017-08-28,Standard Class
CA-2017-123491,2017-06-16,2017-06-21,Standard Class
CA-2015-145401,2017-06-16,2017-06-21,Standard Class
US-2017-124968,2017-06-16,2017-06-21,Second Class
CA-2017-104003,2017-06-16,2017-06-21,Standard Class
CA-2016-154788,2016-07-23,2016-07-27,Standard Class
CA-2016-169943,2016-07-23,2016-07-27,Standard Class
US-2015-123218,2016-07-23,2016-07-27,Standard Class
CA-2015-127453,2014-09-08,2014-09-13,First Class
US-2017-164056,2017-11-04,2017-11-11,Second Class
CA-2016-106894,2016-03-07,2016-03-12,Same Day
CA-2014-125136,2015-11-20,2015-11-25,Standard Class
US-2016-131149,2015-11-20,2015-11-25,Standard Class
CA-2017-101483,2015-11-20,2015-11-25,Second Class
CA-2015-130204,2016-11-07,2016-11-09,Standard Class
CA-2014-110527,2016-11-07,2016-11-09,Standard Class
CA-2017-152807,2016-11-07,2016-11-09,Standard Class
CA-2014-133270,2016-11-07,2016-11-09,First Class
CA-2016-155670,2015-10-13,2015-10-17,Second Class
US-2014-157406,2015-10-13,2015-10-17,Standard Class
CA-2015-139094,2017-01-01,2017-01-06,Standard Class
CA-2017-168837,2014-02-07,2014-02-12,First Class
CA-2017-116715,2016-06-20,2016-06-25,First Class
CA-2015-135622,2016-06-20,2016-06-25,Second Class
US-2015-107349,2016-05-28,2016-06-04,First Class
CA-2014-139017,2016-02-19,2016-02-24,Standard Class
CA-2014-141817,2016-02-19,2016-02-24,Standard Class
CA-2015-130785,2014-08-03,2014-08-08,Standard Class
CA-2016-110254,2014-08-03,2014-08-08,Standard Class
US-2014-158057,2014-08-03,2014-08-08,Standard Class
CA-2017-146024,2017-04-10,2017-04-15,Standard Class
CA-2016-129686,2017-04-10,2017-04-15,Second Class
CA-2014-118976,2014-06-09,2014-06-16,Standard Class
CA-2015-105347,2014-06-09,2014-06-16,Standard Class
CA-2016-124667,2016-01-05,2016-01-07,Standard Class
CA-2015-111094,2016-01-05,2016-01-07,Standard Class
CA-2017-166317,2016-01-05,2016-01-07,Standard Class
CA-2015-154326,2014-01-10,2014-01-15,Standard Class
CA-2014-102008,2014-01-10,2014-01-15,Standard Class
CA-2014-120474,2016-09-29,2016-10-02,First Class
